"CountryCode","SeriesCode","DESCRIPTION",
"MAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MAF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MAR","NY.GNP.PCAP.PP.CD","Data cover Western Sahara.",
"MAR","NY.GNP.PCAP.CD","Data cover Western Sahara.",
"MAR","NY.GDP.PCAP.KD","Data cover Western Sahara.",
"MAR","NY.GDP.PCAP.CD","Data cover Western Sahara.",
"MAR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MAR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"MAR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MAR","SP.POP.65UP.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.1564.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MAR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MAR","SP.POP.0014.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.TOTL.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MCO","SP.DYN.CDRT.IN","Data source: Eurostat",
"MCO","SP.DYN.CBRT.IN","Data source: Eurostat",
"MCO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MCO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"MDA","SP.DYN.TO65.FE.ZS","Including Transnistria.",
"MDA","SP.DYN.CDRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.POP.65UP.TO.ZS","Including Transnistria.",
"MDA","SP.POP.AG00.FE.IN","Including Transnistria.",
"MDA","NY.GNP.PCAP.PP.CD","Excludes Transnistria.",
"MDA","SP.ADO.TFRT","Including Transnistria.",
"MDA","NY.GNP.PCAP.CD","Excludes Transnistria.",
"MDA","SP.POP.TOTL","Data source: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",
"MDA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MDA","NY.GDP.PCAP.KD","Excludes Transnistria.",
"MDA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","NY.GDP.PCAP.CD","Excludes Transnistria.",
"MDA","SP.POP.AG04.FE.IN","Including Transnistria.",
"MDA","SG.POP.MIGR.FE.ZS","Including Transnistria. Estimates were derived from data on the foreign-born population.",
"MDA","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.POP.AG05.FE.IN","Including Transnistria.",
"MDA","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.BRTH.MF","Including Transnistria.",
"MDA","SP.POP.AG01.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG01.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG02.FE.IN","Including Transnistria.",
"MDA","SP.POP.DPND","Including Transnistria.",
"MDA","SP.POP.AG02.MA.IN","Including Transnistria.",
"MDA","SP.DYN.TO65.MA.ZS","Including Transnistria.",
"MDA","SP.POP.AG03.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG03.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG04.MA.IN","Including Transnistria.",
"MDA","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.POP.1564.TO.ZS","Including Transnistria.",
"MDA","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.DYN.CBRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.POP.0014.TO.ZS","Including Transnistria.",
"MDA","SP.POP.AG00.MA.IN","Including Transnistria.",
"MDA","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.POP.AG05.MA.IN","Including Transnistria.",
"MDG","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"MDG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MDG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MDV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MDV","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"MEX","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MEX","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MEX","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"MHL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MHL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MHL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MHL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"MHL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MHL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MHL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MHL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MHL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.LE00.FE.IN","Data source: Eurostat, State Statistical Office, United Nations World Population Prospects",
"MKD","SP.DYN.TFRT.IN","Data source: State Statistical Office, United Nations World Population Prospects",
"MKD","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MKD","SP.POP.TOTL","Data source: State Statistical Office, United Nations World Population Prospects",
"MKD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.CDRT.IN","Data source: State Statistical Office, United Nations World Population Prospects",
"MKD","SP.DYN.CBRT.IN","Data source: State Statistical Office, United Nations World Population Prospects",
"MKD","SP.DYN.LE00.MA.IN","Data source: Eurostat, State Statistical Office, United Nations World Population Prospects",
"MKD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"MLI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MLI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MLI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"MLT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MLT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MLT","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"MLT","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistics Office",
"MLT","SP.DYN.CDRT.IN","Data source: Eurostat",
"MLT","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"MLT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MLT","SP.POP.TOTL","Data source: Eurostat",
"MLT","SP.DYN.CBRT.IN","Data source: Eurostat",
"MLT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"MMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MMR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"MNE","SP.DYN.TFRT.IN","Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects",
"MNE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects",
"MNE","SP.DYN.CDRT.IN","Data source: Eurostat, United Nations World Population Prospects",
"MNE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects",
"MNE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MNE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MNE","SP.POP.TOTL","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
